ensembl_gene_id,ensembl_transcript_id,refseq,chromosome_name
ENSG00000167118,ENST00000452446,NM_001135947,9
ENSG00000158488,ENST00000452291,NM_001185112,1
ENSG00000148634,ENST00000395198,NM_022079,10
ENSG00000230601,ENST00000436752,NM_001199233,9
ENSG00000182667,ENST00000425719,NM_001352006,11
ENSG00000182667,ENST00000425719,NM_001352002,11
ENSG00000182667,ENST00000425719,NM_001144058,11
ENSG00000115641,ENST00000322142,NM_001039492,2
ENSG00000115641,ENST00000322142,NM_001318899,2
ENSG00000182667,ENST00000374784,NM_001144059,11
ENSG00000136827,ENST00000351698,NM_000113,9
ENSG00000158488,ENST00000368165,NM_001185107,1
ENSG00000158488,ENST00000368166,NM_001042586,1
ENSG00000100031,ENST00000400382,NM_001288833,22
ENSG00000138172,ENST00000260743,NM_015916,10
ENSG00000128191,ENST00000383024,NM_001190326,22
ENSG00000130005,ENST00000252288,NM_000156,19
ENSG00000158488,ENST00000368163,NM_001042585,1
ENSG00000170442,ENST00000423955,NM_001320198,12
ENSG00000148634,ENST00000373700,NM_001278186,10
ENSG00000148634,ENST00000373700,NM_015601,10
ENSG00000158488,ENST00000368164,NM_001042587,1
ENSG00000123685,ENST00000243440,NM_018664,1
ENSG00000100031,ENST00000400380,NM_013421,22
ENSG00000065413,ENST00000647377,NM_001367497,2
ENSG00000065413,ENST00000647377,NM_001367495,2
ENSG00000130005,ENST00000447102,NM_138924,19
ENSG00000065413,ENST00000282272,NM_001195144,2
ENSG00000065413,ENST00000282272,NM_001367496,2
ENSG00000185933,ENST00000329905,NM_001001412,10
ENSG00000181634,ENST00000374045,NM_001204344,9
ENSG00000181634,ENST00000374045,NM_005118,9
ENSG00000115641,ENST00000530340,NM_001318898,2
ENSG00000115641,ENST00000530340,NM_001318895,2
ENSG00000148634,ENST00000492996,NM_001278187,10
ENSG00000158488,ENST00000368157,NM_001185110,1
ENSG00000115641,ENST00000393353,NM_001450,2
ENSG00000158488,ENST00000368156,NM_001185115,1
ENSG00000183128,ENST00000369783,NM_001129742,10
ENSG00000158488,ENST00000368155,NM_001185108,1
ENSG00000115641,ENST00000344213,NM_201555,2
ENSG00000158488,ENST00000368154,NM_001185113,1
ENSG00000140943,ENST00000343411,NM_003791,16
ENSG00000187608,ENST00000649529,NM_005101,1
ENSG00000115641,ENST00000393352,NM_001318897,2
ENSG00000115641,ENST00000393352,NM_201557,2
ENSG00000158488,ENST00000368160,NM_001042583,1
ENSG00000278741,ENST00000612118,NM_021962,CHR_HSCHR17_2_CTG2
ENSG00000065413,ENST00000409919,NM_153697,2
ENSG00000158488,ENST00000368161,NM_001042584,1
ENSG00000115641,ENST00000408995,NM_001318896,2
ENSG00000151224,ENST00000372213,NM_000429,10
ENSG00000158488,ENST00000444681,NM_001185114,1
ENSG00000156873,ENST00000563588,NM_000294,16
ENSG00000276833,ENST00000617382,NM_139215,CHR_HSCHR17_7_CTG4
ENSG00000156873,ENST00000424889,NM_001172432,16
ENSG00000087303,ENST00000216286,NM_007361,14
ENSG00000169217,ENST00000305596,NM_006110,16
ENSG00000169217,ENST00000569466,NM_001243646,16
ENSG00000125746,ENST00000245925,NM_001352051,19
ENSG00000125746,ENST00000245925,NM_012155,19
ENSG00000125746,ENST00000245925,NM_001352054,19
ENSG00000278741,ENST00000620619,NM_001159746,CHR_HSCHR17_2_CTG2
ENSG00000278741,ENST00000620619,NM_001322840,CHR_HSCHR17_2_CTG2
ENSG00000099899,ENST00000252136,NM_022727,22
ENSG00000099899,ENST00000403707,NM_182984,22
ENSG00000181626,ENST00000587848,NM_001277333,18
ENSG00000073910,ENST00000542859,NM_023037,13
ENSG00000169599,ENST00000410022,NM_001002755,2
ENSG00000180346,ENST00000317005,NM_145715,4
ENSG00000205426,ENST00000327741,NM_002281,12
ENSG00000197857,ENST00000356109,NM_001164276,19
ENSG00000099899,ENST00000404751,NM_001257994,22
ENSG00000125746,ENST00000536630,NM_001352053,19
ENSG00000125746,ENST00000536630,NM_001193269,19
ENSG00000107954,ENST00000369780,NM_004210,10
ENSG00000204595,ENST00000376650,NM_001012728,19
ENSG00000197857,ENST00000355684,NM_016264,19
ENSG00000197857,ENST00000355684,NM_001353552,19
ENSG00000197857,ENST00000355684,NM_001353550,19
ENSG00000197857,ENST00000355684,NM_001353553,19
ENSG00000197857,ENST00000355684,NM_001353549,19
ENSG00000197857,ENST00000355684,NM_001353551,19
ENSG00000281991,ENST00000615541,NM_001256829,16
ENSG00000100028,ENST00000215829,NM_001278656,22
ENSG00000100028,ENST00000215829,NM_004175,22
ENSG00000278741,ENST00000619569,NM_001282149,CHR_HSCHR17_2_CTG2
ENSG00000099899,ENST00000439169,NM_001331039,22
ENSG00000219481,ENST00000430580,NM_017940,1
ENSG00000169432,ENST00000409672,NM_002977,2
ENSG00000278741,ENST00000627258,NM_001322841,CHR_HSCHR17_2_CTG2
ENSG00000278741,ENST00000611021,NM_001092,CHR_HSCHR17_2_CTG2
ENSG00000169432,ENST00000303354,NM_001365536,2
ENSG00000108091,ENST00000263102,NM_005436,10
ENSG00000196277,ENST00000357716,NM_000844,3
ENSG00000278741,ENST00000615642,NM_001256847,CHR_HSCHR17_2_CTG2
ENSG00000196277,ENST00000486284,NM_181874,3
ENSG00000135643,ENST00000258111,NM_014505,12
ENSG00000136828,ENST00000259351,NM_001322321,9
ENSG00000136828,ENST00000259351,NM_001322322,9
ENSG00000136828,ENST00000259351,NM_014636,9
ENSG00000136828,ENST00000259351,NM_001366400,9
ENSG00000169599,ENST00000303698,NM_015700,2
ENSG00000196946,ENST00000359286,NM_001004328,12
ENSG00000125746,ENST00000587152,NM_001352052,19
ENSG00000125746,ENST00000587152,NM_001193268,19
ENSG00000276833,ENST00000631482,NM_003487,CHR_HSCHR17_7_CTG4
ENSG00000275521,ENST00000616780,NM_004829,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000275521,ENST00000616780,NM_001145458,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000275521,ENST00000616780,NM_001145457,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000169221,ENST00000409939,NM_015527,16
ENSG00000136828,ENST00000394011,NM_001366399,9
ENSG00000275521,ENST00000612194,NM_001242357,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000010810,ENST00000354650,NM_002037,6
ENSG00000135480,ENST00000331817,NM_005556,12
ENSG00000185477,ENST00000609438,NM_198281,4
ENSG00000106952,ENST00000223795,NM_001244,9
ENSG00000010810,ENST00000229471,NM_153048,6
ENSG00000136828,ENST00000373436,NM_001190730,9
ENSG00000169599,ENST00000394305,NM_001002756,2
ENSG00000144455,ENST00000272902,NM_182760,3
ENSG00000087302,ENST00000261700,NM_016039,14
ENSG00000106952,ENST00000618336,NM_001252290,9
ENSG00000144455,ENST00000383843,NM_001164674,3
ENSG00000136828,ENST00000373434,NM_001190728,9
ENSG00000178015,ENST00000380007,NM_199243,5
ENSG00000144455,ENST00000405420,NM_001164675,3
ENSG00000089356,ENST00000604404,NM_001136011,19
ENSG00000089356,ENST00000604404,NM_005971,19
ENSG00000184384,ENST00000524717,NM_032427,11
ENSG00000136828,ENST00000424082,NM_001322324,9
ENSG00000136828,ENST00000424082,NM_001322325,9
ENSG00000136828,ENST00000424082,NM_001190729,9
ENSG00000136828,ENST00000424082,NM_001322323,9
ENSG00000136828,ENST00000424082,NM_001322320,9
ENSG00000136828,ENST00000424082,NM_001366401,9
ENSG00000060762,ENST00000360961,NM_016098,6
ENSG00000080603,ENST00000262518,NM_006662,16
ENSG00000188687,ENST00000394019,NM_133478,2
ENSG00000089356,ENST00000435734,NM_021910,19
ENSG00000171307,ENST00000370854,NM_032327,10
ENSG00000117859,ENST00000371714,NM_148908,1
ENSG00000060762,ENST00000621685,NM_001270879,6
ENSG00000100558,ENST00000216446,NM_016445,14
ENSG00000099901,ENST00000402752,NM_001278640,22
ENSG00000089356,ENST00000604255,NM_001136007,19
ENSG00000099901,ENST00000331821,NM_002882,22
ENSG00000089356,ENST00000603449,NM_001136010,19
ENSG00000077782,ENST00000425967,NM_001174067,8
ENSG00000085276,ENST00000464456,NM_001366474,3
ENSG00000085276,ENST00000464456,NM_001366470,3
ENSG00000085276,ENST00000464456,NM_001366471,3
ENSG00000085276,ENST00000464456,NM_001366472,3
ENSG00000085276,ENST00000464456,NM_001164000,3
ENSG00000085276,ENST00000464456,NM_001163999,3
ENSG00000077782,ENST00000447712,NM_023110,8
ENSG00000155008,ENST00000373173,NM_198450,X
ENSG00000089356,ENST00000605552,NM_001136009,19
ENSG00000151729,ENST00000281456,NM_001151,4
ENSG00000188687,ENST00000346834,NM_021196,2
ENSG00000089356,ENST00000605677,NM_001136008,19
ENSG00000141738,ENST00000309156,NM_005310,17
ENSG00000010810,ENST00000538466,NM_153047,6
ENSG00000089356,ENST00000346446,NM_001136012,19
ENSG00000099901,ENST00000418705,NM_001278641,22
ENSG00000284308,ENST00000640868,NM_001316766,2
ENSG00000100298,ENST00000348946,NM_001166002,22
ENSG00000074755,ENST00000381638,NM_015113,17
ENSG00000085276,ENST00000472280,NM_001366467,3
ENSG00000085276,ENST00000472280,NM_001366468,3
ENSG00000100298,ENST00000401756,NM_001166003,22
ENSG00000115263,ENST00000418842,NM_002054,2
ENSG00000099901,ENST00000430524,NM_001278639,22
ENSG00000100298,ENST00000442487,NM_181773,22
ENSG00000085276,ENST00000494292,NM_001366473,3
ENSG00000085276,ENST00000494292,NM_001366466,3
ENSG00000284308,ENST00000290390,NM_001145054,2
ENSG00000085276,ENST00000651503,NM_004991,3
ENSG00000141738,ENST00000394211,NM_001030002,17
ENSG00000284308,ENST00000612891,NM_001316765,2
ENSG00000284308,ENST00000612891,NM_001316764,2
ENSG00000075292,ENST00000264447,NM_001252613,2
ENSG00000075292,ENST00000264447,NM_014497,2
ENSG00000185989,ENST00000334062,NM_007368,13
ENSG00000185989,ENST00000334062,NM_001320821,13
ENSG00000185989,ENST00000334062,NM_001320822,13
ENSG00000085276,ENST00000468789,NM_001105078,3
ENSG00000100298,ENST00000421988,NM_001166004,22
ENSG00000090659,ENST00000315599,NM_021155,19
ENSG00000141738,ENST00000445327,NM_001242442,17
ENSG00000248050,ENST00000499579,NM_001317989,8
ENSG00000090659,ENST00000394173,NM_001144899,19
ENSG00000075292,ENST00000409544,NM_001252612,2
ENSG00000075292,ENST00000409544,NM_001014972,2
ENSG00000141738,ENST00000394209,NM_001242443,17
ENSG00000141738,ENST00000394204,NM_001330207,17
ENSG00000184788,ENST00000509231,NM_001012980,X
ENSG00000184788,ENST00000646235,NM_001367858,X
ENSG00000171201,ENST00000304915,NM_006685,4
ENSG00000205593,ENST00000413817,NM_001001794,22
ENSG00000184788,ENST00000644105,NM_001367857,X
ENSG00000012822,ENST00000430117,NM_001143682,12
ENSG00000085276,ENST00000264674,NM_001105077,3
ENSG00000085276,ENST00000628990,NM_001366469,3
ENSG00000085276,ENST00000628990,NM_001205194,3
ENSG00000085276,ENST00000628990,NM_005241,3
ENSG00000136878,ENST00000372429,NM_006676,9
ENSG00000136878,ENST00000372429,NM_001110303,9
ENSG00000276986,ENST00000614305,NM_152781,CHR_HSCHR17_7_CTG4
ENSG00000276986,ENST00000632969,NM_001321395,CHR_HSCHR17_7_CTG4
ENSG00000198133,ENST00000557006,NM_001348548,14
ENSG00000198133,ENST00000557006,NM_001348549,14
ENSG00000136878,ENST00000358355,NM_001008563,9
ENSG00000198133,ENST00000554480,NM_001348541,14
ENSG00000100304,ENST00000216129,NM_015140,22
ENSG00000123191,ENST00000242839,NM_001330579,13
ENSG00000123191,ENST00000242839,NM_000053,13
ENSG00000103248,ENST00000360900,NM_001159377,16
ENSG00000171307,ENST00000370846,NM_001287804,10
ENSG00000198133,ENST00000357461,NM_001348546,14
ENSG00000198133,ENST00000357461,NM_001348547,14
ENSG00000198133,ENST00000357461,NM_182526,14
ENSG00000198133,ENST00000357461,NM_001348544,14
ENSG00000198133,ENST00000357461,NM_001348542,14
ENSG00000198133,ENST00000357461,NM_001348543,14
ENSG00000171307,ENST00000352634,NM_198043,10
ENSG00000165006,ENST00000625521,NM_001171201,9
ENSG00000065911,ENST00000394053,NM_006636,2
ENSG00000012822,ENST00000550804,NM_020898,12
ENSG00000171307,ENST00000353979,NM_198044,10
ENSG00000162975,ENST00000295082,NM_002236,2
ENSG00000160716,ENST00000368476,NM_000748,1
ENSG00000070785,ENST00000360403,NM_020365,1
ENSG00000070785,ENST00000372183,NM_001166588,1
ENSG00000165006,ENST00000297661,NM_001171204,9
ENSG00000165006,ENST00000297661,NM_001171203,9
ENSG00000165006,ENST00000297661,NM_016525,9
ENSG00000171307,ENST00000345745,NM_198045,10
ENSG00000145757,ENST00000274432,NM_001349303,5
ENSG00000145757,ENST00000274432,NM_031952,5
ENSG00000105699,ENST00000602122,NM_001260489,19
ENSG00000237850,ENST00000568624,NM_001365372,15
ENSG00000103248,ENST00000634347,NM_022764,16
ENSG00000103248,ENST00000634347,NM_001159380,16
ENSG00000117360,ENST00000324862,NM_001350529,1
ENSG00000117360,ENST00000324862,NM_004698,1
ENSG00000162607,ENST00000339950,NM_003368,1
ENSG00000165006,ENST00000626262,NM_001171202,9
ENSG00000123191,ENST00000344297,NM_001005918,13
ENSG00000103248,ENST00000543303,NM_001159379,16
ENSG00000090659,ENST00000354397,NM_001144897,19
ENSG00000162607,ENST00000371146,NM_001017415,1
ENSG00000162607,ENST00000371146,NM_001017416,1
ENSG00000054690,ENST00000329153,NM_020715,14
ENSG00000103248,ENST00000381214,NM_001159378,16
ENSG00000188186,ENST00000341942,NM_001008395,7
ENSG00000090659,ENST00000593821,NM_001144893,19
ENSG00000188186,ENST00000474141,NM_001318237,7
ENSG00000107611,ENST00000377833,NM_001081,10
ENSG00000090659,ENST00000602261,NM_001144895,19
ENSG00000135905,ENST00000409592,NM_001290263,2
ENSG00000090659,ENST00000315591,NM_001144896,19
ENSG00000136819,ENST00000372447,NM_016520,9
ENSG00000188186,ENST00000460732,NM_001318236,7
ENSG00000135905,ENST00000258390,NM_014689,2
ENSG00000070785,ENST00000620860,NM_001261418,1
ENSG00000117859,ENST00000447887,NM_148909,1
ENSG00000215372,ENST00000400156,NM_001164457,8
ENSG00000090659,ENST00000204801,NM_001144894,19
ENSG00000169018,ENST00000306917,NM_015322,15
ENSG00000135905,ENST00000645028,NM_001363762,2
ENSG00000175449,ENST00000380005,NM_001131066,5
ENSG00000186638,ENST00000402558,NM_194313,9
ENSG00000204120,ENST00000373563,NM_001103146,2
ENSG00000175449,ENST00000311364,NM_173362,5
ENSG00000162763,ENST00000294818,NM_001005214,1
ENSG00000133424,ENST00000354992,NM_001362949,22
ENSG00000133424,ENST00000354992,NM_004737,22
ENSG00000185650,ENST00000439696,NM_001244698,14
ENSG00000185650,ENST00000439696,NM_004926,14
ENSG00000117859,ENST00000428468,NM_024586,1
ENSG00000105699,ENST00000360798,NM_205835,19
ENSG00000175449,ENST00000458310,NM_001131065,5
ENSG00000117859,ENST00000453295,NM_148906,1
ENSG00000171307,ENST00000393760,NM_001287803,10
ENSG00000171307,ENST00000393760,NM_198046,10
ENSG00000105699,ENST00000354900,NM_015925,19
ENSG00000180938,ENST00000319286,NM_152412,8
ENSG00000185650,ENST00000553375,NM_001244701,14
ENSG00000123191,ENST00000400366,NM_001243182,13
ENSG00000221883,ENST00000408959,NM_001123040,3
ENSG00000123191,ENST00000448424,NM_001330578,13
ENSG00000159216,ENST00000344691,NM_001001890,21
ENSG00000111300,ENST00000261745,NM_024953,12
ENSG00000105699,ENST00000427250,NM_001260490,19
ENSG00000177257,ENST00000318157,NM_001205266,8
ENSG00000164099,ENST00000296498,NM_003619,4
ENSG00000133424,ENST00000397394,NM_001362953,22
ENSG00000133424,ENST00000397394,NM_001362951,22
ENSG00000133424,ENST00000397394,NM_133642,22
ENSG00000140470,ENST00000268070,NM_139057,15
ENSG00000105699,ENST00000621372,NM_205834,19
ENSG00000044459,ENST00000484374,NM_001286984,9
ENSG00000044459,ENST00000484374,NM_001286985,9
ENSG00000116062,ENST00000234420,NM_000179,2
ENSG00000117859,ENST00000531828,NM_001330580,1
ENSG00000159216,ENST00000358356,NM_001122607,21
ENSG00000117859,ENST00000361556,NM_001350208,1
ENSG00000117859,ENST00000361556,NM_001350209,1
ENSG00000117859,ENST00000361556,NM_148907,1
ENSG00000177243,ENST00000318124,NM_018661,8
ENSG00000184276,ENST00000328698,NM_001002035,11
ENSG00000117859,ENST00000462759,NM_001350210,1
ENSG00000117859,ENST00000462759,NM_148904,1
ENSG00000117859,ENST00000486942,NM_148905,1
ENSG00000100564,ENST00000216452,NM_004569,14
ENSG00000116062,ENST00000614496,NM_001281493,2
ENSG00000176953,ENST00000320805,NM_032815,16
ENSG00000126005,ENST00000456790,NM_001355004,20
ENSG00000126005,ENST00000456790,NM_001355003,20
ENSG00000159216,ENST00000437180,NM_001754,21
ENSG00000041982,ENST00000350763,NM_002160,9
ENSG00000116062,ENST00000538136,NM_001281494,2
ENSG00000146826,ENST00000316937,NM_018275,7
ENSG00000100564,ENST00000560722,NM_001363694,14
ENSG00000116062,ENST00000540021,NM_001281492,2
ENSG00000044459,ENST00000380647,NM_017738,9
ENSG00000044459,ENST00000380647,NM_001365029,9
ENSG00000146826,ENST00000456769,NM_001303470,7
ENSG00000104497,ENST00000353788,NM_152837,8
ENSG00000044459,ENST00000380641,NM_001114395,9
ENSG00000144285,ENST00000641575,NM_001353955,2
ENSG00000144285,ENST00000641575,NM_001353954,2
ENSG00000131470,ENST00000393795,NM_016556,17
ENSG00000101000,ENST00000216968,NM_006404,20
ENSG00000131470,ENST00000253789,NM_013290,17
ENSG00000184378,ENST00000330368,NM_032487,3
ENSG00000131470,ENST00000587209,NM_001256016,17
ENSG00000131470,ENST00000587209,NM_001256015,17
ENSG00000131470,ENST00000587209,NM_001256014,17
ENSG00000078098,ENST00000188790,NM_004460,2
ENSG00000104497,ENST00000345957,NM_152836,8
ENSG00000072080,ENST00000168148,NM_006944,2
ENSG00000078098,ENST00000443424,NM_001291807,2
ENSG00000224552,ENST00000429735,NM_021160,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000177483,ENST00000316997,NM_001080504,2
ENSG00000177098,ENST00000324727,NM_174934,11
ENSG00000177098,ENST00000324727,NM_001142349,11
ENSG00000171199,ENST00000399575,NM_001302807,4
ENSG00000171199,ENST00000399575,NM_021225,4
ENSG00000177098,ENST00000529878,NM_001142348,11
ENSG00000178149,ENST00000441576,NM_001276405,3
ENSG00000204120,ENST00000409547,NM_015575,2
ENSG00000224552,ENST00000552042,NM_001177515,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000196935,ENST00000355086,NM_020762,12
ENSG00000204120,ENST00000409196,NM_001103148,2
ENSG00000144285,ENST00000637988,NM_001353952,2
ENSG00000144285,ENST00000637988,NM_006920,2
ENSG00000104497,ENST00000396330,NM_022133,8
ENSG00000197057,ENST00000639862,NM_001170700,4
ENSG00000163689,ENST00000295966,NM_198463,3
ENSG00000163689,ENST00000295966,NM_001351531,3
ENSG00000163689,ENST00000295966,NM_001351532,3
ENSG00000104497,ENST00000615066,NM_001348189,8
ENSG00000274480,ENST00000612502,NM_153443,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000204120,ENST00000409451,NM_001103147,2
ENSG00000197057,ENST00000357504,NM_001136536,4
ENSG00000144285,ENST00000303395,NM_001202435,2
ENSG00000144285,ENST00000303395,NM_001353948,2
ENSG00000144285,ENST00000303395,NM_001353961,2
ENSG00000144285,ENST00000303395,NM_001165963,2
ENSG00000173077,ENST00000648722,NM_017418,9
ENSG00000144285,ENST00000635750,NM_001353949,2
ENSG00000144285,ENST00000635750,NM_001353950,2
ENSG00000196935,ENST00000631006,NM_001346201,12
ENSG00000122778,ENST00000440172,NM_020910,7
ENSG00000144285,ENST00000375405,NM_001353951,2
ENSG00000122778,ENST00000422774,NM_001164665,7
ENSG00000105568,ENST00000322088,NM_014225,19
ENSG00000144285,ENST00000409050,NM_001353958,2
ENSG00000144285,ENST00000409050,NM_001353957,2
ENSG00000144285,ENST00000409050,NM_001353960,2
ENSG00000144285,ENST00000409050,NM_001165964,2
ENSG00000179397,ENST00000366534,NM_001130957,1
ENSG00000108924,ENST00000226067,NM_002126,17
ENSG00000163689,ENST00000482387,NM_001351530,3
ENSG00000117525,ENST00000334047,NM_001993,1
ENSG00000108924,ENST00000573945,NM_001330375,17
ENSG00000179397,ENST00000366533,NM_173807,1
ENSG00000117525,ENST00000370207,NM_001178096,1
ENSG00000163689,ENST00000468415,NM_001351533,3
ENSG00000163689,ENST00000468415,NM_001351534,3
ENSG00000134463,ENST00000379215,NM_024693,10
ENSG00000085274,ENST00000349841,NM_018657,3
ENSG00000178149,ENST00000341949,NM_001009996,3
ENSG00000111679,ENST00000399448,NM_080548,12
ENSG00000105568,ENST00000462990,NM_001363656,19
ENSG00000085274,ENST00000356716,NM_001185118,3
ENSG00000179397,ENST00000366531,NM_001242340,1
ENSG00000108788,ENST00000435881,NM_198204,17
ENSG00000242372,ENST00000374436,NM_001267810,20
ENSG00000242372,ENST00000374436,NM_181468,20
ENSG00000108788,ENST00000246912,NM_170607,17
ENSG00000085274,ENST00000544106,NM_001185119,3
ENSG00000164871,ENST00000359758,NM_058200,8
ENSG00000165417,ENST00000553612,NM_015859,14
ENSG00000108788,ENST00000346833,NM_198205,17
ENSG00000164871,ENST00000361111,NM_058202,8
ENSG00000111679,ENST00000318974,NM_002831,12
ENSG00000089818,ENST00000339754,NM_015509,12
ENSG00000242372,ENST00000374443,NM_181466,20
ENSG00000117697,ENST00000366977,NM_001297736,1
ENSG00000117697,ENST00000366977,NM_015471,1
ENSG00000165417,ENST00000434192,NM_201595,14
ENSG00000165417,ENST00000434192,NM_001278940,14
ENSG00000117697,ENST00000366976,NM_001297739,1
ENSG00000117697,ENST00000366976,NM_001297737,1
ENSG00000117697,ENST00000626725,NM_001042549,1
ENSG00000171195,ENST00000304887,NM_152291,4
ENSG00000164871,ENST00000297498,NM_016512,8
ENSG00000115474,ENST00000233826,NM_002242,2
ENSG00000115474,ENST00000409779,NM_001172416,2
ENSG00000108960,ENST00000262065,NM_012329,17
ENSG00000164871,ENST00000458665,NM_058207,8
ENSG00000147642,ENST00000533895,NM_017786,8
ENSG00000178149,ENST00000313778,NM_018114,3
ENSG00000242372,ENST00000374450,NM_002212,20
ENSG00000164871,ENST00000528168,NM_058206,8
ENSG00000115474,ENST00000438786,NM_001172417,2
ENSG00000136059,ENST00000383759,NM_015873,3
ENSG00000171195,ENST00000456088,NM_001145007,4
ENSG00000171195,ENST00000413702,NM_001145006,4
ENSG00000164871,ENST00000398462,NM_058201,8
ENSG00000109193,ENST00000226444,NM_005420,4
ENSG00000091428,ENST00000397081,NM_007023,2
ENSG00000164871,ENST00000317900,NM_058203,8
ENSG00000277725,ENST00000611206,NM_014219,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000147642,ENST00000399066,NM_001099756,8
ENSG00000182600,ENST00000409533,NM_001346122,2
ENSG00000182600,ENST00000409230,NM_001346120,2
ENSG00000147642,ENST00000446070,NM_001099743,8
ENSG00000147642,ENST00000446070,NM_001099747,8
ENSG00000147642,ENST00000446070,NM_001099753,8
ENSG00000111679,ENST00000456013,NM_080549,12
ENSG00000159210,ENST00000502492,NM_001317193,17
ENSG00000159210,ENST00000502492,NM_007241,17
ENSG00000159210,ENST00000502492,NM_001317194,17
ENSG00000009780,ENST00000373954,NM_152660,1
ENSG00000182600,ENST00000449331,NM_001346121,2
ENSG00000152818,ENST00000367545,NM_007124,6
ENSG00000009780,ENST00000419687,NM_001143915,1
ENSG00000182600,ENST00000331342,NM_206895,2
ENSG00000091428,ENST00000397087,NM_001100397,2
ENSG00000174469,ENST00000361727,NM_014141,7
ENSG00000127527,ENST00000455140,NM_001258374,19
ENSG00000133665,ENST00000372198,NM_001270042,10
ENSG00000164270,ENST00000521530,NM_001040169,5
ENSG00000125966,ENST00000246186,NM_006690,20
ENSG00000138081,ENST00000402508,NM_025133,2
ENSG00000124831,ENST00000308482,NM_001137550,2
ENSG00000133665,ENST00000256039,NM_032372,10
ENSG00000159210,ENST00000290330,NM_001317192,17
ENSG00000009780,ENST00000234549,NM_001143913,1
ENSG00000133665,ENST00000616870,NM_001270041,10
ENSG00000168903,ENST00000342868,NM_197975,5
ENSG00000138081,ENST00000403359,NM_001190274,2
ENSG00000135148,ENST00000412615,NM_006700,12
ENSG00000164270,ENST00000521735,NM_199453,5
ENSG00000104549,ENST00000265896,NM_003129,8
ENSG00000009780,ENST00000373949,NM_001143914,1
ENSG00000127527,ENST00000248070,NM_021235,19
ENSG00000091428,ENST00000535187,NM_001282901,2
ENSG00000164270,ENST00000517929,NM_001040172,5
ENSG00000009780,ENST00000010299,NM_001143912,1
ENSG00000164270,ENST00000520514,NM_001286410,5
ENSG00000127527,ENST00000535753,NM_001258375,19
ENSG00000111729,ENST00000229332,NM_016184,12
ENSG00000274768,ENST00000620783,NM_001136498,CHR_HSCHR17_7_CTG4
ENSG00000091428,ENST00000538974,NM_001282900,2
ENSG00000091428,ENST00000540783,NM_001282899,2
ENSG00000147642,ENST00000528331,NM_001099749,8
ENSG00000111729,ENST00000345999,NM_194448,12
ENSG00000124831,ENST00000289175,NM_001137553,2
ENSG00000164270,ENST00000377888,NM_000870,5
ENSG00000167526,ENST00000311528,NM_000977,16
ENSG00000127527,ENST00000597937,NM_001258376,19
ENSG00000111729,ENST00000352620,NM_194450,12
ENSG00000124831,ENST00000244815,NM_004735,2
ENSG00000151498,ENST00000281182,NM_014384,11
ENSG00000070759,ENST00000372086,NM_001320800,1
ENSG00000070759,ENST00000372086,NM_007170,1
ENSG00000135148,ENST00000257604,NM_001143906,12
ENSG00000111729,ENST00000360500,NM_194447,12
ENSG00000170788,ENST00000372204,NM_138812,10
ENSG00000105929,ENST00000310018,NM_130840,7
ENSG00000105929,ENST00000310018,NM_020632,7
ENSG00000144857,ENST00000495514,NM_033254,3
ENSG00000170788,ENST00000372202,NM_001269053,10
ENSG00000124831,ENST00000392000,NM_001137552,2
ENSG00000144857,ENST00000485230,NM_001301867,3
ENSG00000164270,ENST00000362016,NM_001040173,5
ENSG00000165066,ENST00000524115,NM_152568,8
ENSG00000144857,ENST00000273395,NM_001301861,3
ENSG00000165066,ENST00000518699,NM_001364841,8
ENSG00000275452,ENST00000616472,NM_012312,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275452,ENST00000616472,NM_001291695,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275452,ENST00000616472,NM_001291701,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275452,ENST00000616472,NM_001291696,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275452,ENST00000616472,NM_001291700,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000110700,ENST00000525634,NM_001017,11
ENSG00000178252,ENST00000608424,NM_018031,3
ENSG00000090487,ENST00000204566,NM_016630,15
ENSG00000105929,ENST00000393054,NM_130841,7
ENSG00000147642,ENST00000276646,NM_001099754,8
ENSG00000225805,ENST00000530210,NM_001242853,11
ENSG00000147642,ENST00000528647,NM_001099751,8
ENSG00000102981,ENST00000458121,NM_001037281,16
ENSG00000090487,ENST00000433215,NM_001127889,15
ENSG00000147642,ENST00000533065,NM_001099755,8
ENSG00000214128,ENST00000442682,NM_001085429,7
ENSG00000102981,ENST00000219255,NM_016948,16
ENSG00000121644,ENST00000302550,NM_016076,1
ENSG00000147642,ENST00000529690,NM_001330596,8
